12, 11, 17, 13, 30
20, 33, 31, 06, 25
25, 27, 36, 31, 01
02, 06, 12, 35, 31
30, 16, 19, 00, 38
38, 01, 40, 17, 02
24, 08, 05, 06, 40
30, 09, 12, 40, 21
19, 24, 16, 03, 18
22, 27, 24, 12, 09
16, 23, 24, 37, 19
16, 14, 06, 38, 13
40, 15, 31, 03, 26
10, 03, 06, 07, 35
01, 28, 22, 16, 39
31, 20, 30, 19, 21
05, 13, 33, 09, 14
08, 00, 23, 38, 20
36, 28, 40, 07, 37
38, 16, 08, 28, 14
38, 08, 18, 01, 09
25, 10, 13, 14, 22
22, 29, 40, 04, 11
01, 23, 39, 37, 24
24, 13, 31, 11, 20
08, 18, 05, 23, 37
02, 21, 30, 40, 24
36, 11, 15, 07, 26
11, 36, 35, 20, 15
38, 12, 16, 31, 14
12, 03, 36, 21, 28
17, 21, 32, 36, 33
06, 24, 35, 34, 38
16, 00, 40, 29, 13
38, 15, 29, 02, 32
33, 11, 16, 08, 37
28, 26, 35, 24, 38
25, 40, 07, 02, 21
20, 17, 16, 03, 08
32, 24, 19, 26, 23
14, 28, 09, 32, 08
05, 25, 23, 24, 22
08, 28, 10, 05, 24
27, 02, 18, 33, 09
39, 03, 19, 32, 05
08, 11, 32, 23, 00
37, 32, 22, 16, 09
35, 13, 16, 39, 23
37, 05, 14, 23, 07
22, 11, 26, 06, 24
32, 10, 27, 30, 11
02, 14, 15, 24, 36
05, 35, 23, 19, 31
34, 05, 03, 38, 08
37, 24, 09, 35, 22
05, 39, 04, 30, 37
03, 08, 30, 38, 07
37, 09, 34, 20, 33
39, 38, 03, 33, 05
14, 25, 23, 11, 12
02, 12, 04, 01, 28
31, 29, 16, 37, 07
19, 14, 23, 12, 16
03, 37, 17, 39, 09
11, 29, 21, 24, 05
14, 18, 20, 08, 25
30, 16, 17, 11, 28
08, 30, 14, 12, 10
20, 31, 14, 10, 22
19, 00, 04, 37, 06
06, 21, 39, 19, 26
28, 40, 22, 34, 24
27, 40, 01, 06, 03
31, 26, 30, 07, 32
39, 34, 31, 38, 16
06, 29, 16, 13, 31
33, 18, 10, 04, 40
10, 11, 23, 06, 34
34, 06, 10, 08, 29
11, 39, 16, 25, 02
01, 21, 19, 06, 11
04, 31, 14, 35, 12
17, 33, 21, 07, 35
30, 10, 13, 23, 08
39, 15, 30, 02, 25
33, 11, 37, 36, 01
08, 10, 39, 32, 35
40, 10, 25, 01, 34
25, 36, 14, 28, 24
35, 05, 30, 06, 07
33, 04, 34, 18, 20
07, 05, 06, 02, 40
23, 18, 38, 26, 11
08, 30, 35, 02, 14
13, 29, 21, 36, 32
09, 37, 08, 15, 24
35, 28, 01, 31, 14
29, 32, 17, 19, 37
02, 12, 23, 26, 20
00, 04, 34, 19, 22
29, 39, 26, 38, 17
21, 27, 35, 20, 11
22, 37, 38, 29, 24
10, 20, 04, 13, 15
13, 00, 21, 16, 05
19, 35, 04, 26, 06
10, 11, 06, 05, 15
13, 30, 20, 26, 31
36, 25, 24, 17, 01
29, 17, 13, 12, 10
40, 20, 19, 14, 07
32, 20, 18, 10, 07
29, 20, 16, 06, 01
34, 31, 08, 03, 02
33, 22, 18, 05, 02
36, 16, 10, 01, 00
38, 27, 26, 19, 11
35, 30, 26, 21, 19
35, 30, 26, 21, 16
40, 37, 33, 13, 04
40, 37, 29, 22, 14
39, 30, 27, 21, 15
31, 18, 12, 09, 05
34, 28, 22, 21, 16
34, 22, 05, 04, 02
39, 31, 18, 12, 09
39, 30, 27, 22, 21
30, 28, 22, 14, 00
39, 30, 28, 24, 02
33, 30, 16, 05, 02
27, 26, 22, 08, 07
36, 30, 15, 12, 03
38, 37, 35, 23, 13
35, 31, 28, 25, 14
38, 28, 25, 20, 02
29, 20, 08, 03, 00
34, 25, 21, 14, 08
28, 26, 16, 11, 03
32, 30, 25, 24, 17
39, 27, 15, 12, 01
33, 22, 19, 10, 04
38, 31, 29, 26, 20
36, 31, 23, 14, 00
39, 31, 13, 09, 07
33, 32, 24, 17, 11
32, 29, 22, 19, 05
30, 27, 22, 18, 01
37, 35, 30, 24, 18
40, 34, 21, 16, 11
40, 22, 19, 17, 14
38, 35, 31, 07, 01
38, 33, 26, 18, 05
33, 30, 27, 22, 18
40, 33, 27, 22, 18
36, 21, 20, 07, 03
38, 25, 22, 18, 04
39, 35, 30, 05, 01
37, 34, 27, 04, 01
39, 33, 26, 17, 08
40, 32, 28, 03, 02
32, 29, 22, 16, 09
40, 38, 33, 29, 13
39, 36, 34, 20, 06
38, 37, 35, 34, 14
32, 26, 22, 11, 00
35, 34, 28, 18, 07
40, 37, 24, 22, 19
38, 28, 25, 15, 10
37, 33, 22, 16, 00
39, 35, 33, 28, 21
37, 32, 25, 24, 10
23, 21, 07, 05, 04
38, 33, 28, 25, 04
39, 35, 31, 27, 24
34, 31, 14, 12, 06
38, 33, 11, 08, 04
39, 30, 26, 17, 14
30, 26, 18, 14, 00
31, 30, 29, 19, 06
40, 21, 13, 12, 09
27, 21, 16, 09, 03
35, 31, 22, 17, 13
30, 29, 28, 24, 19
40, 21, 13, 09, 05
38, 33, 30, 20, 08
36, 33, 31, 30, 04
36, 31, 25, 23, 16
38, 30, 22, 17, 11
38, 30, 20, 12, 09
35, 24, 23, 12, 05
34, 30, 27, 04, 02
39, 34, 28, 24, 23
36, 31, 20, 17, 14
36, 32, 28, 13, 00
35, 28, 23, 14, 11
39, 30, 14, 12, 00
33, 21, 20, 11, 08
29, 16, 05, 04, 01
38, 37, 34, 30, 24
38, 31, 22, 20, 14
40, 31, 29, 26, 21
34, 32, 30, 28, 00
39, 33, 28, 21, 14
38, 31, 27, 25, 24
39, 38, 29, 27, 24
38, 35, 31, 22, 17
40, 37, 33, 28, 22
30, 22, 18, 10, 08
31, 26, 22, 16, 09
35, 23, 18, 15, 14
32, 29, 26, 24, 04
40, 37, 32, 26, 16
36, 35, 32, 28, 13
38, 35, 28, 21, 14
39, 38, 34, 30, 03
40, 32, 22, 16, 09
33, 31, 29, 28, 04
31, 28, 24, 13, 01
36, 31, 26, 22, 17
33, 28, 23, 13, 02
36, 32, 29, 23, 12
33, 31, 14, 12, 11
40, 35, 32, 19, 04
40, 38, 25, 15, 10
37, 30, 24, 19, 04
38, 30, 22, 17, 11
34, 31, 12, 03, 02
32, 30, 24, 12, 03
